Time,Node,Interface,Type,Packets,Kilobytes,PacketsRaw,KilobytesRaw
2,rtr-20,combined,Drop,0,0,0,0
2,rtr-21,combined,Drop,0,0,0,0
2,rtr-22,combined,Drop,0,0,0,0
2,rtr-23,combined,Drop,0,0,0,0
2,rtr-24,combined,Drop,0,0,0,0
2,rtr-25,combined,Drop,0,0,0,0
2,rtr-26,combined,Drop,0,0,0,0
2,rtr-27,combined,Drop,0,0,0,0
2,rtr-28,combined,Drop,0,0,0,0
2,rtr-29,combined,Drop,0,0,0,0
2,rtr-30,combined,Drop,0,0,0,0
2,rtr-31,combined,Drop,0,0,0,0
2,rtr-32,combined,Drop,0,0,0,0
2,rtr-33,combined,Drop,0,0,0,0
2,rtr-34,combined,Drop,0,0,0,0
2,rtr-35,combined,Drop,0,0,0,0
2,rtr-36,combined,Drop,0,0,0,0
2,rtr-37,combined,Drop,0,0,0,0
2.5,rtr-1,combined,Drop,0,0,0,0
2.5,rtr-2,combined,Drop,0,0,0,0
2.5,rtr-3,combined,Drop,0,0,0,0
2.5,rtr-4,combined,Drop,0,0,0,0
2.5,rtr-5,combined,Drop,0,0,0,0
2.5,rtr-6,combined,Drop,0,0,0,0
2.5,rtr-7,combined,Drop,0,0,0,0
2.5,rtr-8,combined,Drop,0,0,0,0
2.5,rtr-9,combined,Drop,0,0,0,0
2.5,rtr-10,combined,Drop,0,0,0,0
2.5,rtr-11,combined,Drop,0,0,0,0
2.5,rtr-12,combined,Drop,0,0,0,0
2.5,rtr-13,combined,Drop,0,0,0,0
2.5,rtr-14,combined,Drop,0,0,0,0
2.5,rtr-15,combined,Drop,0,0,0,0
2.5,rtr-16,combined,Drop,0,0,0,0
2.5,rtr-17,combined,Drop,0,0,0,0
2.5,rtr-18,combined,Drop,0,0,0,0
2.5,rtr-19,combined,Drop,0,0,0,0
2.5,rtr-20,combined,Drop,0,0,0,0
2.5,rtr-21,combined,Drop,0,0,0,0
2.5,rtr-22,combined,Drop,0,0,0,0
2.5,rtr-23,combined,Drop,0,0,0,0
2.5,rtr-24,combined,Drop,0,0,0,0
2.5,rtr-25,combined,Drop,0,0,0,0
2.5,rtr-26,combined,Drop,0,0,0,0
2.5,rtr-27,combined,Drop,0,0,0,0
2.5,rtr-28,combined,Drop,0,0,0,0
2.5,rtr-29,combined,Drop,0,0,0,0
2.5,rtr-30,combined,Drop,0,0,0,0
2.5,rtr-31,combined,Drop,0,0,0,0
2.5,rtr-32,combined,Drop,0,0,0,0
2.5,rtr-33,combined,Drop,0,0,0,0
2.5,rtr-34,combined,Drop,0,0,0,0
2.5,rtr-35,combined,Drop,0,0,0,0
2.5,rtr-36,combined,Drop,0,0,0,0
2.5,rtr-37,combined,Drop,0,0,0,0
3,rtr-1,combined,Drop,0,0,0,0
3,rtr-2,combined,Drop,0,0,0,0
3,rtr-3,combined,Drop,0,0,0,0
3,rtr-4,combined,Drop,0,0,0,0
3,rtr-5,combined,Drop,0,0,0,0
3,rtr-6,combined,Drop,0,0,0,0
3,rtr-7,combined,Drop,0,0,0,0
3,rtr-8,combined,Drop,0,0,0,0
3,rtr-9,combined,Drop,0,0,0,0
3,rtr-10,combined,Drop,0,0,0,0
3,rtr-11,combined,Drop,0,0,0,0
3,rtr-12,combined,Drop,0,0,0,0
3,rtr-13,combined,Drop,0,0,0,0
3,rtr-14,combined,Drop,0,0,0,0
3,rtr-15,combined,Drop,0,0,0,0
3,rtr-16,combined,Drop,0,0,0,0
3,rtr-17,combined,Drop,0,0,0,0
3,rtr-18,combined,Drop,0,0,0,0
3,rtr-19,combined,Drop,0,0,0,0
3,rtr-20,combined,Drop,0,0,0,0
3,rtr-21,combined,Drop,0,0,0,0
3,rtr-22,combined,Drop,0,0,0,0
3,rtr-23,combined,Drop,0,0,0,0
3,rtr-24,combined,Drop,0,0,0,0
3,rtr-25,combined,Drop,0,0,0,0
3,rtr-26,combined,Drop,0,0,0,0
3,rtr-27,combined,Drop,0,0,0,0
3,rtr-28,combined,Drop,0,0,0,0
3,rtr-29,combined,Drop,0,0,0,0
3,rtr-30,combined,Drop,0,0,0,0
3,rtr-31,combined,Drop,0,0,0,0
3,rtr-32,combined,Drop,0,0,0,0
3,rtr-33,combined,Drop,0,0,0,0
3,rtr-34,combined,Drop,0,0,0,0
3,rtr-35,combined,Drop,0,0,0,0
3,rtr-36,combined,Drop,0,0,0,0
3,rtr-37,combined,Drop,0,0,0,0
3.5,rtr-1,combined,Drop,0,0,0,0
3.5,rtr-2,combined,Drop,0,0,0,0
3.5,rtr-3,combined,Drop,0,0,0,0
3.5,rtr-4,combined,Drop,0,0,0,0
3.5,rtr-5,combined,Drop,0,0,0,0
3.5,rtr-6,combined,Drop,0,0,0,0
3.5,rtr-7,combined,Drop,0,0,0,0
3.5,rtr-8,combined,Drop,0,0,0,0
3.5,rtr-9,combined,Drop,0,0,0,0
3.5,rtr-10,combined,Drop,0,0,0,0
3.5,rtr-11,combined,Drop,0,0,0,0
3.5,rtr-12,combined,Drop,0,0,0,0
3.5,rtr-13,combined,Drop,0,0,0,0
3.5,rtr-14,combined,Drop,0,0,0,0
3.5,rtr-15,combined,Drop,0,0,0,0
3.5,rtr-16,combined,Drop,0,0,0,0
3.5,rtr-17,combined,Drop,0,0,0,0
3.5,rtr-18,combined,Drop,0,0,0,0
3.5,rtr-19,combined,Drop,0,0,0,0
3.5,rtr-20,combined,Drop,0,0,0,0
3.5,rtr-21,combined,Drop,0,0,0,0
3.5,rtr-22,combined,Drop,0,0,0,0
3.5,rtr-23,combined,Drop,0,0,0,0
3.5,rtr-24,combined,Drop,0,0,0,0
3.5,rtr-25,combined,Drop,0,0,0,0
3.5,rtr-26,combined,Drop,0,0,0,0
3.5,rtr-27,combined,Drop,0,0,0,0
3.5,rtr-28,combined,Drop,0,0,0,0
3.5,rtr-29,combined,Drop,0,0,0,0
3.5,rtr-30,combined,Drop,0,0,0,0
3.5,rtr-31,combined,Drop,0,0,0,0
3.5,rtr-32,combined,Drop,0,0,0,0
3.5,rtr-33,combined,Drop,0,0,0,0
3.5,rtr-34,combined,Drop,0,0,0,0
3.5,rtr-35,combined,Drop,0,0,0,0
3.5,rtr-36,combined,Drop,0,0,0,0
3.5,rtr-37,combined,Drop,0,0,0,0
4,rtr-1,combined,Drop,0,0,0,0
4,rtr-2,combined,Drop,0,0,0,0
4,rtr-3,combined,Drop,0,0,0,0
4,rtr-4,combined,Drop,0,0,0,0
4,rtr-5,combined,Drop,0,0,0,0
4,rtr-6,combined,Drop,0,0,0,0
4,rtr-7,combined,Drop,0,0,0,0
4,rtr-8,combined,Drop,0,0,0,0
4,rtr-9,combined,Drop,0,0,0,0
4,rtr-10,combined,Drop,0,0,0,0
4,rtr-11,combined,Drop,0,0,0,0
4,rtr-12,combined,Drop,0,0,0,0
4,rtr-13,combined,Drop,0,0,0,0
4,rtr-14,combined,Drop,0,0,0,0
4,rtr-15,combined,Drop,0,0,0,0
4,rtr-16,combined,Drop,0,0,0,0
4,rtr-17,combined,Drop,0,0,0,0
4,rtr-18,combined,Drop,0,0,0,0
4,rtr-19,combined,Drop,0,0,0,0
4,rtr-20,combined,Drop,0,0,0,0
4,rtr-21,combined,Drop,0,0,0,0
4,rtr-22,combined,Drop,0,0,0,0
4,rtr-23,combined,Drop,0,0,0,0
4,rtr-24,combined,Drop,0,0,0,0
4,rtr-25,combined,Drop,0,0,0,0
4,rtr-26,combined,Drop,0,0,0,0
4,rtr-27,combined,Drop,0,0,0,0
4,rtr-28,combined,Drop,0,0,0,0
4,rtr-29,combined,Drop,0,0,0,0
4,rtr-30,combined,Drop,0,0,0,0
4,rtr-31,combined,Drop,0,0,0,0
4,rtr-32,combined,Drop,0,0,0,0
4,rtr-33,combined,Drop,0,0,0,0
4,rtr-34,combined,Drop,0,0,0,0
4,rtr-35,combined,Drop,0,0,0,0
4,rtr-36,combined,Drop,0,0,0,0
4,rtr-37,combined,Drop,0,0,0,0
4.5,rtr-1,combined,Drop,0,0,0,0
4.5,rtr-2,combined,Drop,0,0,0,0
4.5,rtr-3,combined,Drop,0,0,0,0
4.5,rtr-4,combined,Drop,0,0,0,0
4.5,rtr-5,combined,Drop,0,0,0,0
4.5,rtr-6,combined,Drop,0,0,0,0
4.5,rtr-7,combined,Drop,0,0,0,0
4.5,rtr-8,combined,Drop,0,0,0,0
4.5,rtr-9,combined,Drop,0,0,0,0
4.5,rtr-10,combined,Drop,0,0,0,0
4.5,rtr-11,combined,Drop,0,0,0,0
4.5,rtr-12,combined,Drop,0,0,0,0
4.5,rtr-13,combined,Drop,0,0,0,0
4.5,rtr-14,combined,Drop,0,0,0,0
4.5,rtr-15,combined,Drop,0,0,0,0
4.5,rtr-16,combined,Drop,0,0,0,0
4.5,rtr-17,combined,Drop,0,0,0,0
4.5,rtr-18,combined,Drop,0,0,0,0
4.5,rtr-19,combined,Drop,0,0,0,0
4.5,rtr-20,combined,Drop,0,0,0,0
4.5,rtr-21,combined,Drop,0,0,0,0
4.5,rtr-22,combined,Drop,0,0,0,0
4.5,rtr-23,combined,Drop,0,0,0,0
4.5,rtr-24,combined,Drop,0,0,0,0
4.5,rtr-25,combined,Drop,0,0,0,0
4.5,rtr-26,combined,Drop,0,0,0,0
4.5,rtr-27,combined,Drop,0,0,0,0
4.5,rtr-28,combined,Drop,0,0,0,0
4.5,rtr-29,combined,Drop,0,0,0,0
4.5,rtr-30,combined,Drop,0,0,0,0
4.5,rtr-31,combined,Drop,0,0,0,0
4.5,rtr-32,combined,Drop,0,0,0,0
4.5,rtr-33,combined,Drop,0,0,0,0
4.5,rtr-34,combined,Drop,0,0,0,0
4.5,rtr-35,combined,Drop,0,0,0,0
4.5,rtr-36,combined,Drop,0,0,0,0
4.5,rtr-37,combined,Drop,0,0,0,0
5,rtr-1,combined,Drop,0,0,0,0
5,rtr-2,combined,Drop,0,0,0,0
5,rtr-3,combined,Drop,0,0,0,0
5,rtr-4,combined,Drop,0,0,0,0
5,rtr-5,combined,Drop,0,0,0,0
5,rtr-6,combined,Drop,0,0,0,0
5,rtr-7,combined,Drop,0,0,0,0
5,rtr-8,combined,Drop,0,0,0,0
5,rtr-9,combined,Drop,0,0,0,0
5,rtr-10,combined,Drop,0,0,0,0
5,rtr-11,combined,Drop,0,0,0,0
5,rtr-12,combined,Drop,0,0,0,0
5,rtr-13,combined,Drop,0,0,0,0
5,rtr-14,combined,Drop,0,0,0,0
5,rtr-15,combined,Drop,0,0,0,0
5,rtr-16,combined,Drop,0,0,0,0
5,rtr-17,combined,Drop,0,0,0,0
5,rtr-18,combined,Drop,0,0,0,0
5,rtr-19,combined,Drop,0,0,0,0
5,rtr-20,combined,Drop,0,0,0,0
5,rtr-21,combined,Drop,0,0,0,0
5,rtr-22,combined,Drop,0,0,0,0
5,rtr-23,combined,Drop,0,0,0,0
5,rtr-24,combined,Drop,0,0,0,0
5,rtr-25,combined,Drop,0,0,0,0
5,rtr-26,combined,Drop,0,0,0,0
5,rtr-27,combined,Drop,0,0,0,0
5,rtr-28,combined,Drop,0,0,0,0
5,rtr-29,combined,Drop,0,0,0,0
5,rtr-30,combined,Drop,0,0,0,0
5,rtr-31,combined,Drop,0,0,0,0
5,rtr-32,combined,Drop,0,0,0,0
5,rtr-33,combined,Drop,0,0,0,0
5,rtr-34,combined,Drop,0,0,0,0
5,rtr-35,combined,Drop,0,0,0,0
5,rtr-36,combined,Drop,0,0,0,0
5,rtr-37,combined,Drop,0,0,0,0
5.5,rtr-1,combined,Drop,0,0,0,0
5.5,rtr-2,combined,Drop,0,0,0,0
5.5,rtr-3,combined,Drop,0,0,0,0
5.5,rtr-4,combined,Drop,0,0,0,0
5.5,rtr-5,combined,Drop,0,0,0,0
5.5,rtr-6,combined,Drop,0,0,0,0
5.5,rtr-7,combined,Drop,0,0,0,0
5.5,rtr-8,combined,Drop,0,0,0,0
5.5,rtr-9,combined,Drop,0,0,0,0
5.5,rtr-10,combined,Drop,0,0,0,0
5.5,rtr-11,combined,Drop,0,0,0,0
5.5,rtr-12,combined,Drop,0,0,0,0
5.5,rtr-13,combined,Drop,0,0,0,0
5.5,rtr-14,combined,Drop,0,0,0,0
5.5,rtr-15,combined,Drop,0,0,0,0
5.5,rtr-16,combined,Drop,0,0,0,0
5.5,rtr-17,combined,Drop,0,0,0,0
5.5,rtr-18,combined,Drop,0,0,0,0
5.5,rtr-19,combined,Drop,0,0,0,0
5.5,rtr-20,combined,Drop,0,0,0,0
5.5,rtr-21,combined,Drop,0,0,0,0
5.5,rtr-22,combined,Drop,0,0,0,0
5.5,rtr-23,combined,Drop,0,0,0,0
5.5,rtr-24,combined,Drop,0,0,0,0
5.5,rtr-25,combined,Drop,0,0,0,0
5.5,rtr-26,combined,Drop,0,0,0,0
5.5,rtr-27,combined,Drop,0,0,0,0
5.5,rtr-28,combined,Drop,0,0,0,0
5.5,rtr-29,combined,Drop,0,0,0,0
5.5,rtr-30,combined,Drop,0,0,0,0
5.5,rtr-31,combined,Drop,0,0,0,0
5.5,rtr-32,combined,Drop,0,0,0,0
5.5,rtr-33,combined,Drop,0,0,0,0
5.5,rtr-34,combined,Drop,0,0,0,0
5.5,rtr-35,combined,Drop,0,0,0,0
5.5,rtr-36,combined,Drop,0,0,0,0
5.5,rtr-37,combined,Drop,0,0,0,0
6,rtr-1,combined,Drop,0,0,0,0
6,rtr-2,combined,Drop,0,0,0,0
6,rtr-3,combined,Drop,0,0,0,0
6,rtr-4,combined,Drop,0,0,0,0
6,rtr-5,combined,Drop,0,0,0,0
6,rtr-6,combined,Drop,0,0,0,0
6,rtr-7,combined,Drop,0,0,0,0
6,rtr-8,combined,Drop,0,0,0,0
6,rtr-9,combined,Drop,0,0,0,0
6,rtr-10,combined,Drop,0,0,0,0
6,rtr-11,combined,Drop,0,0,0,0
6,rtr-12,combined,Drop,0,0,0,0
6,rtr-13,combined,Drop,0,0,0,0
6,rtr-14,combined,Drop,0,0,0,0
6,rtr-15,combined,Drop,0,0,0,0
6,rtr-16,combined,Drop,0,0,0,0
6,rtr-17,combined,Drop,0,0,0,0
6,rtr-18,combined,Drop,0,0,0,0
6,rtr-19,combined,Drop,0,0,0,0
6,rtr-20,combined,Drop,0,0,0,0
6,rtr-21,combined,Drop,0,0,0,0
6,rtr-22,combined,Drop,0,0,0,0
6,rtr-23,combined,Drop,0,0,0,0
6,rtr-24,combined,Drop,0,0,0,0
6,rtr-25,combined,Drop,0,0,0,0
6,rtr-26,combined,Drop,0,0,0,0
6,rtr-27,combined,Drop,0,0,0,0
6,rtr-28,combined,Drop,0,0,0,0
6,rtr-29,combined,Drop,0,0,0,0
6,rtr-30,combined,Drop,0,0,0,0
6,rtr-31,combined,Drop,0,0,0,0
6,rtr-32,combined,Drop,0,0,0,0
6,rtr-33,combined,Drop,0,0,0,0
6,rtr-34,combined,Drop,0,0,0,0
6,rtr-35,combined,Drop,0,0,0,0
6,rtr-36,combined,Drop,0,0,0,0
6,rtr-37,combined,Drop,0,0,0,0
6.5,rtr-1,combined,Drop,0,0,0,0
6.5,rtr-2,combined,Drop,0,0,0,0
6.5,rtr-3,combined,Drop,0,0,0,0
6.5,rtr-4,combined,Drop,0,0,0,0
6.5,rtr-5,combined,Drop,0,0,0,0
6.5,rtr-6,combined,Drop,0,0,0,0
6.5,rtr-7,combined,Drop,0,0,0,0
6.5,rtr-8,combined,Drop,0,0,0,0
6.5,rtr-9,combined,Drop,0,0,0,0
6.5,rtr-10,combined,Drop,0,0,0,0
6.5,rtr-11,combined,Drop,0,0,0,0
6.5,rtr-12,combined,Drop,0,0,0,0
6.5,rtr-13,combined,Drop,0,0,0,0
6.5,rtr-14,combined,Drop,0,0,0,0
6.5,rtr-15,combined,Drop,0,0,0,0
6.5,rtr-16,combined,Drop,0,0,0,0
6.5,rtr-17,combined,Drop,0,0,0,0
6.5,rtr-18,combined,Drop,0,0,0,0
6.5,rtr-19,combined,Drop,0,0,0,0
6.5,rtr-20,combined,Drop,0,0,0,0
6.5,rtr-21,combined,Drop,0,0,0,0
6.5,rtr-22,combined,Drop,0,0,0,0
6.5,rtr-23,combined,Drop,0,0,0,0
6.5,rtr-24,combined,Drop,0,0,0,0
6.5,rtr-25,combined,Drop,0,0,0,0
6.5,rtr-26,combined,Drop,0,0,0,0
6.5,rtr-27,combined,Drop,0,0,0,0
6.5,rtr-28,combined,Drop,0,0,0,0
6.5,rtr-29,combined,Drop,0,0,0,0
6.5,rtr-30,combined,Drop,0,0,0,0
6.5,rtr-31,combined,Drop,0,0,0,0
6.5,rtr-32,combined,Drop,0,0,0,0
6.5,rtr-33,combined,Drop,0,0,0,0
6.5,rtr-34,combined,Drop,0,0,0,0
6.5,rtr-35,combined,Drop,0,0,0,0
6.5,rtr-36,combined,Drop,0,0,0,0
6.5,rtr-37,combined,Drop,0,0,0,0
7,rtr-1,combined,Drop,0,0,0,0
7,rtr-2,combined,Drop,0,0,0,0
7,rtr-3,combined,Drop,0,0,0,0
7,rtr-4,combined,Drop,0,0,0,0
7,rtr-5,combined,Drop,0,0,0,0
7,rtr-6,combined,Drop,0,0,0,0
7,rtr-7,combined,Drop,0,0,0,0
7,rtr-8,combined,Drop,0,0,0,0
7,rtr-9,combined,Drop,0,0,0,0
7,rtr-10,combined,Drop,0,0,0,0
7,rtr-11,combined,Drop,0,0,0,0
7,rtr-12,combined,Drop,0,0,0,0
7,rtr-13,combined,Drop,0,0,0,0
7,rtr-14,combined,Drop,0,0,0,0
7,rtr-15,combined,Drop,0,0,0,0
7,rtr-16,combined,Drop,0,0,0,0
7,rtr-17,combined,Drop,0,0,0,0
7,rtr-18,combined,Drop,0,0,0,0
7,rtr-19,combined,Drop,0,0,0,0
7,rtr-20,combined,Drop,0,0,0,0
7,rtr-21,combined,Drop,0,0,0,0
7,rtr-22,combined,Drop,0,0,0,0
7,rtr-23,combined,Drop,0,0,0,0
7,rtr-24,combined,Drop,0,0,0,0
7,rtr-25,combined,Drop,0,0,0,0
7,rtr-26,combined,Drop,0,0,0,0
7,rtr-27,combined,Drop,0,0,0,0
7,rtr-28,combined,Drop,0,0,0,0
7,rtr-29,combined,Drop,0,0,0,0
7,rtr-30,combined,Drop,0,0,0,0
7,rtr-31,combined,Drop,0,0,0,0
7,rtr-32,combined,Drop,0,0,0,0
7,rtr-33,combined,Drop,0,0,0,0
7,rtr-34,combined,Drop,0,0,0,0
7,rtr-35,combined,Drop,0,0,0,0
7,rtr-36,combined,Drop,0,0,0,0
7,rtr-37,combined,Drop,0,0,0,0
7.5,rtr-1,combined,Drop,0,0,0,0
7.5,rtr-2,combined,Drop,0,0,0,0
7.5,rtr-3,combined,Drop,0,0,0,0
7.5,rtr-4,combined,Drop,0,0,0,0
7.5,rtr-5,combined,Drop,0,0,0,0
7.5,rtr-6,combined,Drop,0,0,0,0
7.5,rtr-7,combined,Drop,0,0,0,0
7.5,rtr-8,combined,Drop,0,0,0,0
7.5,rtr-9,combined,Drop,0,0,0,0
7.5,rtr-10,combined,Drop,0,0,0,0
7.5,rtr-11,combined,Drop,0,0,0,0
7.5,rtr-12,combined,Drop,0,0,0,0
7.5,rtr-13,combined,Drop,0,0,0,0
7.5,rtr-14,combined,Drop,0,0,0,0
7.5,rtr-15,combined,Drop,0,0,0,0
7.5,rtr-16,combined,Drop,0,0,0,0
7.5,rtr-17,combined,Drop,0,0,0,0
7.5,rtr-18,combined,Drop,0,0,0,0
7.5,rtr-19,combined,Drop,0,0,0,0
7.5,rtr-20,combined,Drop,0,0,0,0
7.5,rtr-21,combined,Drop,0,0,0,0
7.5,rtr-22,combined,Drop,0,0,0,0
7.5,rtr-23,combined,Drop,0,0,0,0
7.5,rtr-24,combined,Drop,0,0,0,0
7.5,rtr-25,combined,Drop,0,0,0,0
7.5,rtr-26,combined,Drop,0,0,0,0
7.5,rtr-27,combined,Drop,0,0,0,0
7.5,rtr-28,combined,Drop,0,0,0,0
7.5,rtr-29,combined,Drop,0,0,0,0
7.5,rtr-30,combined,Drop,0,0,0,0
7.5,rtr-31,combined,Drop,0,0,0,0
7.5,rtr-32,combined,Drop,0,0,0,0
7.5,rtr-33,combined,Drop,0,0,0,0
7.5,rtr-34,combined,Drop,0,0,0,0
7.5,rtr-35,combined,Drop,0,0,0,0
7.5,rtr-36,combined,Drop,0,0,0,0
7.5,rtr-37,combined,Drop,0,0,0,0
8,rtr-1,combined,Drop,0,0,0,0
8,rtr-2,combined,Drop,0,0,0,0
8,rtr-3,combined,Drop,0,0,0,0
8,rtr-4,combined,Drop,0,0,0,0
8,rtr-5,combined,Drop,0,0,0,0
8,rtr-6,combined,Drop,0,0,0,0
8,rtr-7,combined,Drop,0,0,0,0
8,rtr-8,combined,Drop,0,0,0,0
8,rtr-9,combined,Drop,0,0,0,0
8,rtr-10,combined,Drop,0,0,0,0
8,rtr-11,combined,Drop,0,0,0,0
8,rtr-12,combined,Drop,0,0,0,0
8,rtr-13,combined,Drop,0,0,0,0
8,rtr-14,combined,Drop,0,0,0,0
8,rtr-15,combined,Drop,0,0,0,0
8,rtr-16,combined,Drop,0,0,0,0
8,rtr-17,combined,Drop,0,0,0,0
8,rtr-18,combined,Drop,0,0,0,0
8,rtr-19,combined,Drop,0,0,0,0
8,rtr-20,combined,Drop,0,0,0,0
8,rtr-21,combined,Drop,0,0,0,0
8,rtr-22,combined,Drop,0,0,0,0
8,rtr-23,combined,Drop,0,0,0,0
8,rtr-24,combined,Drop,0,0,0,0
